a,b
1.35,56.36944580078125
1.4,56.45451354980469
1.45,56.53514862060547
1.5,56.60235595703125
1.55,56.667449951171875
1.6,56.72996520996094
1.65,56.78081130981445
1.7,56.81149673461914
1.75,56.823333740234375
1.8,56.8789176940918
1.85,56.89183044433594
1.9,56.90521240234375
1.95,56.961761474609375
2.0,57.02555465698242
2.05,57.097328186035156
2.1,57.16712188720703
2.15,57.235504150390625
2.2,57.29862594604492
2.25,57.348941802978516
2.3,57.3890266418457
2.35,57.42899703979492
2.4,57.468589782714844
2.45,57.50535202026367
2.5,57.54216766357422
2.55,57.58152770996094
2.6,57.6224479675293
2.65,57.65915298461914
2.7,57.61516571044922
2.75,57.66242980957031
2.8,57.693565368652344
2.85,57.725440979003906
2.9,57.75821304321289
2.95,57.788368225097656
3.0,57.81132125854492
3.05,57.83461380004883
3.1,57.86074447631836
3.15,57.88890075683594
3.2,57.91197967529297
3.25,57.936546325683594
3.3,58.030677795410156
3.35,58.06209182739258
3.4,58.07895278930664
3.45,58.09415054321289
3.5,58.10885238647461
3.55,58.11201858520508
3.6,58.115142822265625
3.65,58.11722183227539
3.7,58.119136810302734
3.75,58.12571716308594
3.8,58.134033203125
3.85,58.141754150390625
3.9,58.14141845703125
3.95,58.104766845703125
4.0,58.13066482543945
4.05,58.15743637084961
4.1,58.17885208129883
4.15,58.192691802978516
4.2,58.20394515991211
4.25,58.21473693847656
4.3,58.223995208740234
4.35,58.2354850769043
4.4,58.24861145019531
4.45,58.262577056884766
4.5,58.27812194824219
4.55,58.29541015625
4.6,58.315670013427734
4.65,58.33677291870117
4.7,58.35979080200195
4.75,58.38310623168945
4.8,58.40642547607422
4.85,58.42992401123047
4.9,58.45499038696289
4.95,58.481876373291016
5.0,58.510101318359375
5.1,58.573158264160156
5.2,58.64555740356445
5.3,58.72456741333008
5.4,58.81410217285156
5.5,58.91030502319336
5.6,59.01519012451172
5.7,59.128814697265625
5.8,59.24876022338867
5.9,59.369571685791016
6.0,59.490169525146484
6.1,59.61084747314453
6.2,59.731712341308594
6.3,59.85451126098633
6.4,59.97954559326172
6.5,60.10598373413086
6.6,60.231712341308594
6.7,60.35929870605469
6.8,60.48910140991211
6.9,60.62205505371094
7.0,60.75961685180664
